"gene name","entrez"
"Vmn1r233","70785642",
"Blvra","75850398",
"Mm.321917","71158888",
"Cmtm4","2102",
"Apobec2","71656091",
"BC056474","68919057",
"Thrsp","68269640",
"Nsmce4a","72283767",
"Idh3b","69735210",
"Tmem98","576427",
"Nudt16l1","68161470",
"A330099J10Rik*","73949659",
"Arfip2","74990537",
"Iqcf5","71919284",
"Nnt","68443262",
"Hist1h1e","74735343",
"Eme1","70305126",
"Wfdc13","74277321",
"Dntt","75988379",
"Rab11fip3","68410554",
"Fras1","69672569",
"Tbc1d14","80514010",
"Nudt7","74427085",
"Mrgprb8","70784654",
"Ppp2r5b","68844032",
"Gm1302","74735313",
"A630018G05Rik","70228531",
"Gk2","76081900",
"3930402G23Rik","69407576",
"Spock2","70812774",
"Itga6","68919830",
"Rab43","70201606",
"Gnai1","71213241",
"Rfx3","638719",
"Map3k11","68924721",
"Il17rc","2320",
"Hspbp1","564782",
"Pcdhgc4","70784958",
"Pitpnc1","73906319",
"Whamm","70546138",
"Ube2m","69028246",
"Tmc6","67979027",
"LOC638024","71211401",
"Wdr60","545094",
"Mark3","67881765",
"Slc2a9","78534486",
"Ephb3","1493",
"Atxn7l3b","75985993",
"Cd209e","76081078",
"1190002H23Rik","69114097",
"Jph2","68498534",
"C230066G23Rik","69530911",
"Ak7","73870641",
"Prl3a1","75931620",
"Gm5531","74743471",
"LOC432915","70611383",
"Bphl","71608345",
"4932415G12Rik","70218570",
"Nr2f2","724",
"Mafk","79544896",
"Edn1","71763759",
"Rnaseh2b","70203543",
"Stradb","76003614",
"Actr2","68",
"Snta1","70474011",
"Mcpt1","70784630",
"Mtl5","75861870",
"Tysnd1","74581157",
"Ccl1","69540441",
"Calb2","75457439",
"AI324046","71569356",
"BC024760","73513552",
"Kbtbd11","69288518",
"Tbc1d10c","69201678",
"BC021785","71808643",
"Fn1","69201594",
"Serpinb5","68443172",
"Mtrf1","68632637",
"Pik3c2b","71809067",
"Lrba","69736204",
"Cnih2","2110",
"Atxn2","70795799",
"Camkk1","70431211",
"Calu","69013426",
"Nsl1","77800913",
"Sel1l","69015458",
"Lin54","69524566",
"Olfr371","73653398",
"Cyb561","392934",
"Ddost","69626699",
"9330119M13Rik","69446619",
"Adra2a","70723343",
"9330133O14Rik","74277653",
"Sspn","671249",
"Iqcf1","70474875",
"Tomm40","69549194",
"Ap2b1","99",
"Ikbkb","1751",
"Chst9","69548933",
"Invs","69289207",
"1700129C05Rik","69114986",
"Nop58","73617456",
"Dnaja2","71763753",
"Adprhl1","69837099",
"Aff3","71656693",
"Glrx3","71724744",
"A830029E22Rik","70717979",
"Irx1","2326",
"Pus7l","69407403",
"Fam63b","73716752",
"2010012O05Rik","68545687",
"E130307A14Rik","70239003",
"Srf","68798849",
"Smarcd2","70539156",
"Cyp27a1","75694415",
"Vmn1r21","75198232",
"Ankzf1","69549649",
"Supt6h","81600156",
"Kif3b","70919842",
"6330444E15Rik","69444849",
"Luc7l2","74578167",
"Cacnb2","69236933",
"Pglyrp2","68410357",
"Gpbp1l1","70445484",
"2810405K02Rik","75692770",
"Fbxw10","71232681",
"2310008H04Rik","75931444",
"Gata5","71307346",
"Lrrn4","69527938",
"Gm10044","70725001",
"Lbr","71763462",
"Cypt1","74822942",
"Rom1","68443363",
"6330503K22Rik","77790746",
"Celf5","73513597",
"Fbxo45","68631862",
"Pcdhga10","79354798",
"Saa2","68631881",
"Kcnj12","69735706",
"Ndufaf2","70303755",
"Mthfd1l","678691",
"Ddx27","71610895",
"BC035947","69173274",
"Kif9","69735819",
"Acta2","71919092",
"Tmem120b","71764577",
"Fhl2","67792179",
"Gabarapl1","71608204",
"Apobec4","70218822",
"4930541J03Rik*","73906497",
"A530080P10","70305305",
"Cts8","76081180",
"Nars","68667829",
"Bbx","77620241",
"Olfr616","74734746",
"Tle3","2682",
"Gdpd3","75694405",
"Syt10","79394156",
"Zfp706","69838238",
"Rrs1","67978480",
"Brp16","69174391",
"Ffar1","69257564",
"Phf1","67936419",
"Arhgef38","69262307",
"Slc9a1","69838527",
"Smarce1","70439153",
"9630041I06Rik","71147894",
"Mucl1","68301909",
"Vmn1r227","70785630",
"Itgb5","68798193",
"Zfp207","68203477",
"Foxb1","461",
"Sparcl1","70429447",
"Llph","74427076",
"Slc44a1","74749271",
"Vmn1r71","73573307",
"Mfsd4","75831775",
"Vamp3","70919812",
"Leprot","75774627",
"Scx","74635719",
"Glra1","70724738",
"Susd2","532707",
"Sgcz","69873684",
"Clec12b","70218792",
"Cdk20","68151445",
"Btg1","71610843",
"Gpn3","67978708",
"Lipf","70295494",
"Hdac9","73497168",
"Tnfrsf21","68666535",
"Pdss1","532713",
"Cdkn1a","2086",
"Tspan1","67979035",
"Cnnm4","69568806",
"Spata16","75931606",
"Col11a2","74581187",
"Zfp365","70200776",
"Pfkp","77620429",
"2610028E06Rik","69202848",
"Itgb1bp2","71724479",
"Ldlr","1767",
"Alms1","76081919",
"Calb2","75457440",
"Abtb1","1660",
"Tead1","73808337",
"Ncf2","74821971",
"Gm340","70298513",
"Erlin1","68302368",
"Ddo","68203462",
"Olfr374","74724073",
"Tdrd7","77800951",
"Grm2","80342154",
"Kcnq5","69258084",
"Zfp459","70303504",
"Eftud2","68667760",
"Foxp4","70946123",
"Tbc1d2","73424350",
"Vnn3","70194940",
"1110007C09Rik","69013173",
"Ktelc1","532688",
"Tspo","2072",
"Rufy3","634466",
"Ostn","71668987",
"Eif4b","70919489",
"Ube2q2","68631838",
"Lce3f","71656726",
"Sftpa1","70302045",
"Dennd3","69671678",
"Wnt10a","81654087",
"Ndufa4","69782139",
"1700066M21Rik","69353747",
"Ifna11","72283617",
"Epha5","71587625",
"Mef2a","130520",
"Ccdc47","69202896",
"Flt4","69672498",
"1700042G07Rik","70201450",
"Ngdn","68743966",
"Spint4","75934518",
"Nampt","68191390",
"3230401D17Rik","76097705",
"St6galnac5","69549621",
"Osbpl6","67814211",
"Arhgap33","68843937",
"Vwde","70295930",
"Junb","2336",
"Ift140","71495710",
"Ccdc81","75986049",
"Rasgrf2","69817988",
"Arpp21","68148752",
"Alg14","75694270",
"Rab3d","71724023",
"LOC382174","71764344",
"2610002D18Rik","70203507",
"Mnx1","71393364",
"Igsf5","77454978",
"Tsc22d4","71148040",
"Adamts13","74430936",
"Rad54l2","74076054",
"mCG58700.2","71213701",
"Rgs18","75990414",
"Doc2g","69174316",
"Yap1","68546464",
"Cth","75693217",
"Ier3","76135516",
"Cldn12","2108",
"Pcdhgc5","70784964",
"Pcdha3","79354806",
"Casp12","71656059",
"Myom1","77455013",
"Il1f5","71529947",
"Zfp341","74058659",
"Arntl","2046",
"Habp4","69734893",
"Oxct2a","71210768",
"Cspg4","69608160",
"Abhd12","70445532",
"Oraov1","80525705",
"9530008L14Rik","68445991",
"C630007G15Rik*","73906370",
"Rcbtb2","67978710",
"Dcun1d4","74357720",
"Ins2","71920273",
"4932430N15Rik*","73927577",
"Abhd6","68196937",
"Rce1","69079991",
"Fam173b","532757",
"Atp6v1c2","68076558",
"Ppp2r5a","68148738",
"Tll1","71210292",
"Sesn1","68861960",
"Cecr6","69288854",
"Snrpn","68563043",
"Wdr38","74635156",
"Pgr","73949514",
"C5ar1","69236885",
"Nkrf","71283580",
"Gipr","70295936",
"Bbs4","69528094",
"Gspt1","71763786",
"Etd","69116430",
"Gbp5","69015344",
"Lrfn1","532583",
"Shisa2","71763723",
"Plscr5","70595883",
"Ociad1","73512529",
"Lhfpl4","70231170",
"Vim","79677375",
"Gm5751","74736312",
"Ank3","68196979",
"Ccrl2","68546191",
"Gnai3","68845723",
"Tmc1","75694262",
"Rin2","67767452",
"Zfp830","28",
"Chmp6","71147797",
"Snx1","69885606",
"Btbd9","69015194",
"LOC434468","71022361",
"Ppm1l","70300887",
"Cbfa2t2","68844725",
"Mylk4","70566211",
"Tfpi","69170276",
"Rlf","71283574",
"Etv1","70919573",
"Srp14","70439183",
"Dbt","69838563",
"1700026D08Rik","69116727",
"Prss45","72182966",
"Nbeal2","71574534",
"Rps3","68269604",
"LOC433567","70785792",
"Shpk","71380944",
"AI836003","69526408",
"Dimt1","72283318",
"Plaa","69783280",
"Plcl2","68445889",
"Erf","2196",
"Tomm20","68076535",
"Speer1-ps1","69114614",
"5730405G21Rik","70218938",
"Inpp1","248565",
"2410131K14Rik","69202711",
"Naif1","68844797",
"Blcap","68637575",
"Gm9736","71668373",
"Gm4755","70565551",
"Stat3","2638",
"Mm.358838","75991186",
"1700011J10Rik","74821754",
"Msc","69289411",
"Tmprss13","76080982",
"6330405D24Rik","73513320",
"Fam5c","77620431",
"Olfr77","71764168",
"Gm5524","70723056",
"Gm442","70298148",
"Cbln4","69540435",
"Olfr357","74724043",
"4930469G21Rik","74076228",
"Pdxdc1","68269038",
"Slc12a3","74510140",
"Pml","68301264",
"Ppp5c","413805",
"Zfr","69134616",
"G930032B20Rik*","73716746",
"AU042651","71809515",
"Cdk5r2","70812811",
"Atg4a","75988266",
"Pnma5","77620283",
"6330403A02Rik","69444789",
"Klf10","67978499",
"Camsap1l1","70218283",
"Serpinh1","69873588",
"March4","73514749",
"Syn1","71724559",
"Arl2","69837974",
"Zfp180","70445329",
"Lrrc67","68498735",
"F630018C04Rik*","73748848",
"Irf5","69289225",
"Gjb6","2262",
"Plbd1","68410387",
"Coro6","74431224",
"Zfp566","71213286",
"1700016C15Rik","70201277",
"LOC432692","70611228",
"Adam11","70795304",
"Zbtb46","73808192",
"Ly6g6d","74743333",
"Niacr1","69257397",
"Zcchc7","69014488",
"Foxl1","462",
"Kcna10","69257993",
"Rarres2","68920749",
"Tyk2","70192171",
"1600029D21Rik","68342240",
"Steap4","79539602",
"4933426D04Rik","74265267",
"Mdh2","68080709",
"Ccdc28b","68666529",
"Tubg2","68632978",
"Sntb1","70565258",
"8030423F21Rik","69445623",
"LOC433707","70786713",
"Tgfb1","81654121",
"Egr1","69288920",
"Ccdc110","70295655",
"Plekhh2","70300863",
"Pgpep1l","71919020",
"Creg2","69608046",
"Dkk3","75457693",
"Sertad4","68844158",
"Sval1","70785134",
"Nxph2","74277689",
"Zkscan6","69407158",
"Armcx2","69013585",
"Zbed3","72076599",
"Bbs7","67767447",
"Snai2","68798334",
"Mbip","69080024",
"Hoxd8","71393406",
"Marcksl1","672",
"Slk","69874168",
"Dgkh","69626855",
"Phf7","69028515",
"Rnf38","68844743",
"I830002M09Rik*","73767220",
"Zfyve20","81600098",
"Galntl1","70276855",
"Fam46a","69528999",
"Trib1","633691",
"Mrps2","68798115",
"Spsb3","69980196",
"4833442J19Rik","73712846",
"Hpgd","70545988",
"Wdr24","68162262",
"Fat4","73808432",
"9130019O22Rik","74431697",
"1700034J05Rik","74357893",
"Mbl2","68302392",
"Pld2","68745396",
"Gnpda1","69734488",
"F930043J12Rik*","73808135",
"Vmn1r78","70785684",
"Mm.119051","71147954",
"Ifi27l2b","70723644",
"Pdia4","69540272",
"Dgkk","70305502",
"Mrps36","68744570",
"Nat8l","70231731",
"Npvf","69818107",
"Dmrt2","68544967",
"Drd1a","353",
"Sox2ot","79906733",
"Akap6","70230902",
"Krtap8-1","73927583",
"Map4k5","71022738",
"Ell3","69549164",
"Kctd12b","71529983",
"Fam18b","69407128",
"Edem1","68633068",
"Pxmp2","69015146",
"Avpr1b","78153158",
"Enpp5","69080062",
"Mcpt8","69752143",
"Arntl","79632262",
"Kcnc4","1757",
"Alg2","70528222",
"Thbs3","69837447",
"C330024E10Rik","74300735",
"C130022M03Rik","69530780",
"Tmem218","1961",
"Fnbp4","69672539",
"Prl7c1","71832994",
"Bcl2a1d","77904713",
"Mfn2","70946526",
"Wfdc3","70609173",
"Sept10","75694304",
"Crybb3","77620495",
"LOC433494","74509591",
"2500004C02Rik","71211620",
"Gm166","69672934",
"Ippk","69201648",
"2700097O09Rik","68844020",
"Chtf18","68499237",
"Tox","69817025",
"Ccdc88b","68545947",
"Syt13","1865",
"Tmod1","69981109",
"Ncrna00081","71211507",
"Pnma2","69816374",
"Chm","68845472",
"Hoxc6","81657681",
"Sept9","69262288",
"Ppp1r10","68911019",
"Galns","75695654",
"Wdr20a","70919268",
"Stk38","512772",
"Dalrd3","69169439",
"Ythdf2","68300851",
"Car6","75831763",
"Nrtn","742",
"4933425L06Rik","70218798",
"Btd","2070",
"Eaf1","69671827",
"1300015D01Rik","71992116",
"Vwa5b2","71212066",
"Slc17a7","69014470",
"Pcmtd1","68743859",
"Ier5","70546006",
"Gm11541","74635830",
"Gm4125","75991108",
"Gcnt2","69838554",
"Trmt6","68667563",
"Crx","77454639",
"Gtf2ird1","74510284",
"Pinx1","72283731",
"Adamts17","70566118",
"Rnf114","69013648",
"Wdr6","77465028",
"Osbpl2","532701",
"Magt1","632513",
"Macrod2","70528005",
"Mad2l1","74821701",
"Pde7a","69782927",
"Vdac3","1550",
"Chrna3","69734723",
"Fbxo9","68193058",
"A730013G04","70305329",
"Fez2","76003530",
"Kcna2","69257999",
"Il16","68632100",
"Kcnq1ot1","71152234",
"E130309F12Rik","69671768",
"Gabra3","69256860",
"Gbp6","68076910",
"Pik3cd","70429351",
"Hmgcl","556994",
"Shoc2","75750206",
"9130011J15Rik","70919663",
"Cul4b","532615",
"Wfdc6a","70295584",
"Lrrc16b","69529071",
"Parp12","74821638",
"Adamts9","75214740",
"Pilrb1","70784976",
"Rhov","68445095",
"C330018D20Rik","69530983",
"Pdgfd","1911",
"B230399H06Rik","69527890",
"Dck","69837461",
"Tacc1","74579951",
"Rabl2a","678693",
"Gt(ROSA)26Sor","70813395",
"Sub1","71608391",
"Cpeb2","74510236",
"Cpne1","74735307",
"Pycr1","70473957",
"2310042E22Rik","75934521",
"Prdm16","68845323",
"Nox3","70300571",
"Cd177","70474803",
"C77370","69531127",
"G930020L02Rik*","73716788",
"Zfp871","70430766",
"C630050I24Rik","74300759",
"TC1447552","74578248",
"Nek1","71210532",
"Ido2","67815952",
"E2f3","1491",
"Gstz1","68632076",
"3110099E03Rik","70203682",
"Casp14","69540393",
"Idh3g","69735216",
"Atp2c1","71495825",
"Psap","847",
"Pln","69116799",
"4430402I18Rik","70204111",
"Cd300lg","71580162",
"Prss28","73514845",
"Large","69736040",
"Ncf1","70546251",
"Cxcl14","71487079",
"Pik3r4","68342336",
"Dlg4","70918916",
"3300002P13Rik","73716626",
"Otof","69782605",
"B230220N19Rik","70231140",
"Nop2","532574",
"Gucy2e","69015356",
"Gucy2g","74277641",
"Bcr","69529286",
"Spin1","70429453",
"Ifrd2","678702",
"Ybx1","68341460",
"LOC670796","77924522",
"Clcn5","75694310",
"Ahnak","70812687",
"Nufip2","71380459",
"Tusc3","69134474",
"Fam54a","68445167",
"A730027B03Rik","69548795",
"Otp","2455",
"Mkl1","70593310",
"G530019E01Rik*","73808159",
"Foxg1","2231",
"Colq","74514091",
"Tbc1d17","634454",
"D730005E14Rik","74300753",
"Pla2g1b","74635168",
"Fam171b","71161048",
"Snx11","68666571",
"Fos","459",
"Fam32a","275684",
"LOC434463","74635635",
"Prom1","79756306",
"Jarid2","605",
"Esrrb","77464890",
"Chrnb2","81790724",
"Nmd3","81599628",
"Olfr513","74724133",
"Pgp","71723820",
"Rgag4","69444909",
"Tob1","69817019",
"Wnt3a","77800899",
"Kif7","69735813",
"Tspan10","68341967",
"Rp2h","69113835",
"Ar","2040",
"Fam149b","68080706",
"Tbc1d22a","68444684",
"Zfp512","69407140",
"Prl5a1","68667109",
"Ube1y1","74821753",
"March3","71020994",
"Smad4","71656698",
"H2-M2","70276982",
"Krt7","68162221",
"Bhlhe40","76097715",
"Neil2","80525367",
"Pdhb","69080069",
"Arrb1","70305395",
"9330120H11Rik","74822584",
"Zfp518","70203567",
"Fbxo28","70794043",
"Smarca1","69816888",
"Ocm","71668984",
"Veph1","70303684",
"B130024G19Rik","74277748",
"Pcbd1","1803",
"Gjd4","70228125",
"Ndufc1","69782151",
"4930433I11Rik","70218133",
"Atp6v1b1","68342270",
"Shisa6","74821852",
"Cib3","71021156",
"Skap1","70201486",
"Oplah","68203497",
"6430571L13Rik","71493813",
"Wdr73","71493038",
"Lrrc14","71612178",
"Irgm2","69549149",
"Nfix","77620379",
"Tube1","69835622",
"Pde1a","77464886",
"4833424O15Rik","67814212",
"Gm672","68920413",
"Amelx","68798412",
"Gzmn","70724780",
"Fam71e2","74821755",
"Scn3b","79762688",
"Csf3r","69608124",
"Zfp715","71612181",
"Srsf17b","69527836",
"Cep68","76003468",
"Pnpt1","69838568",
"Gm702","70298268",
"6330407J23Rik","1989",
"Dock10","71147924",
"2310016M24Rik","69202388",
"Serac1","69873552",
"Mc3r","69258136",
"Osbpl3","69262283",
"Itga5","69735574",
"Slc27a1","68203441",
"St7","69095947",
"Rap1gap2","69672796",
"Clec11a","2554",
"Nox1","71832830",
"Lgi2","69736100",
"Strn4","69887403",
"Gm9734","70609221",
"Cct4","71380971",
"Cpn2","70303743",
"Tigd4","70302491",
"A530013C23Rik","71494690",
"Aebp2","68442859",
"Tmed6","70201558",
"Gm923","70298453",
"H2-Ke6","71529893",
"Xbp1","1120",
"Mast4","70218121",
"Trem1","71489791",
"Tg","69980334",
"E030047D23Rik*","73906424",
"2210409E12Rik","71991714",
"Golph3l","532709",
"Vmn2r81","69236825",
"D930019A15Rik*","74076078",
"Glis2","68410470",
"Ep400","69672060",
"2010107G23Rik","67787342",
"2310046O06Rik","73679122",
"Agtr1a","2022",
"Pnn","69816386",
"4933407P14Rik","70218661",
"Flywch2","71213737",
"1700052K11Rik","75934512",
"Gstt4","70946170",
"BC046331","68924817",
"2210023G05Rik","68445053",
"Rbm19","81600094",
"Siglec1","76081034",
"Pou5f1","71325348",
"Ube2l3","71378583",
"Akap8","92",
"Capza3","75851043",
"Rp1","70301067",
"Slc7a14","69015368",
"Ifi205","70539088",
"4930555F03Rik","71891892",
"Stard13","68498860",
"Nags","69028575",
"Prmt5","68161465",
"Mast3","69236658",
"Fads2","69015290",
"Fam188b2","69443385",
"Gys1","68637599",
"Tpp1","68148756",
"Il11","76003674",
"Aftph","69835580",
"Myl6","68633312",
"Atmin","69529185",
"Nol11","67787338",
"Tpd52l1","72004440",
"5330417C22Rik","69443361",
"LOC434442","70920147",
"Fam107a","74431465",
"Exosc2","68410243",
"Papd7","69817169",
"Trpc7","69863263",
"Tas2r136","74277434",
"Patz1","69134346",
"Bcar1","71656769",
"Dkk3","347",
"Dnajc8","69626985",
"Slc25a17","69059768",
"Lcn13","68545569",
"Ctnnal1","68667097",
"Aqp1","79534912",
"Esyt2","71213707",
"Elmod1","70303857",
"Gm1627","72472396",
"LOC434412","71022292",
"Tsen2","69262153",
"3110040N11Rik","77910816",
"Rnasel","69818206",
"Fgd4","71587661",
"Sorcs1","68203479",
"4933427E11Rik","69443226",
"Casc4","70305658",
"Chac1","75828178",
"Aoah","69526677",
"Il12b","69735347",
"Slc39a2","71210914",
"Oosp1","71668985",
"Gtf2i","2278",
"Accn4","68844827",
"Rpl12-ps1","74736087",
"Psd3","69095967",
"1700040I03Rik","69353687",
"Itih3","69117355",
"Gnat3","71832888",
"Shank3","69816840",
"Lsm5","69117164",
"Nhej1","69134679",
"Fntb","69672557",
"Fam115a","71211695",
"Kank1","77790716",
"Arhgap30","73513429",
"D830039M14Rik","69626558",
"Ogt","759",
"Gba2","68844337",
"4833432P19Rik","69407767",
"Npff","74514321",
"Kel","75931520",
"5830477G23Rik","71892304",
"Ppfia1","71377793",
"Trim11","587427",
"Hcn2","70723465",
"Dap3","68342075",
"2500003M10Rik","69134556",
"Gimap8","75197648",
"Slc22a18","78534520",
"Plcb1","69783292",
"Znf512b","69734440",
"Atp5h","67765702",
"Calb1","75492703",
"Iigp1","70546012",
"Glp2r","69134304",
"Mbd3l1","75860975",
"Ppp1r12a","81600604",
"St8sia1","71613643",
"Nrg1","71234667",
"Ypel3","75214942",
"Nubp2","513014",
"Tcfap2d","69290633",
"A030009H04Rik","70429148",
"Epb4.1l4a","81599644",
"Adamts4","81600096",
"Isoc1","71612180",
"Usp42","74277728",
"Nov","75457464",
"Neto2","69782192",
"Kcnc1","70724858",
"C1s","75826672",
"A930024C03Rik*","74000504",
"Cyp8b1","81599654",
"Tmem59","69015793",
"Sri","71991720",
"Ube2r2","70474053",
"Fth1","70795961",
"1700027A23Rik","69114608",
"Usp14","70919848",
"Sf3a2","69873606",
"Tle6","69262347",
"Actr5","69837477",
"Msln","75826582",
"Uba52","69013702",
"Cst3","75496213",
"Ccnl2","68160842",
"Gm3228","74736117",
"Gm5124","70595901",
"Rrp12","68667811",
"Fut10","68162206",
"Cacna1h","69236909",
"Col6a1","291",
"Acsm3","393238",
"B230208H17Rik","71211353",
"Myl12b","70784672",
"Igsf3","68667988",
"Card9","71662904",
"F630018O14Rik*","73748854",
"Zc3hav1l","70231128",
"Otop1","71210583",
"Crh","81790726",
"1810074P20Rik","16",
"Iqcc","70430876",
"Mospd3","75198070",
"Ralgds","75214940",
"Slc9a3","70227998",
"Etv5","532715",
"Ugt1a2","68410369",
"Zmiz1","70231779",
"Prss51","74581313",
"C130073F10Rik","70231887",
"Pcdhb12","79354782",
"Mm.240073","74431420",
"4930564B18Rik","71891988",
"Olfr672","74734818",
"Nov","75496410",
"Spnb2","69885696",
"Arih1","70430818",
"Htra1","68321650",
"AW555464","68667377",
"3110043O21Rik","69549264",
"Ttc12","79393966",
"Spata18","69353753",
"Adal","69442377",
"D130043K22Rik","69608495",
"Gm1320","70300091",
"Vsnl1","1108",
"LOC432984","71282566",
"Ap1g2","69526701",
"C130052G03Rik","69530822",
"Fosl2","1720",
"Ankk1","69447858",
"P2rx7","71280580",
"Ly96","70300252",
"Rraga","69133674",
"2610002M06Rik","69080489",
"Sox9","1423",
"March7","79760444",
"Arl1","69526862",
"Gm4922","70305048",
"Col5a2","68667958",
"Ptprd","857",
"Zfp251","74580871",
"Cabp1","74514333",
"LOC433588","70785810",
"TC1484629","71456128",
"LOC434382","70920153",
"Map6d1","70565891",
"B4galt2","71280715",
"Galr3","81790688",
"Edf1","68117986",
"Arhgef7","76003447",
"Ugt2b5","68442883",
"Actn4","68301533",
"Hpcal1","69080026",
"Gm1409","70300109",
"C030010B13Rik","70231845",
"Epor","74822934",
"Umodl1","71580174",
"Setd1b","70430898",
"LOC434015","74562492",
"Rnf133","70301055",
"Sema3e","69015117",
"Gm1571","74821862",
"LOC433345","70723128",
"Rgs20","69818125",
"Leo1","73497603",
"Htatip2","512749",
"Fam83d","69202352",
"Tas2r135","70302390",
"1600025M17Rik","74581253",
"Psmd3","393258",
"Sfmbt1","69446679",
"Gpr75","69257648",
"Eif4g1","69261403",
"6720456H20Rik","69837850",
"Gstm5","75198100",
"Gm829","71764332",
"Nadk","532589",
"Ltbr","71378328",
"1810062G17Rik","74359329",
"Tubb2a","69838608",
"9230113P08Rik","70228065",
"Ltb","72283695",
"Mmel1","71808735",
"Zdhhc13","68745215",
"Stk39","68911013",
"Tmed3","68441490",
"Map3k10","71212596",
"Guk1","2280",
"Grik5","68911017",
"Fcgr2b","119698",
"1700034F02Rik","70201403",
"Cmtm7","68546185",
"Prl3c1","71891641",
"Plau","69783286",
"Phc1","77454991",
"Smg5","67792184",
"Cga","69548876",
"Rpl7a","81600152",
"1700018L24Rik","74634791",
"H2-Q8","73716584",
"Siva1","71763882",
"Zmpste24","70200806",
"Txndc16","69013149",
"Tmem154","69447888",
"Pate4","70302300",
"B930023M13Rik","74822577",
"1110067D22Rik","532758",
"Prdx6-rs1-ps","70300911",
"Klhl10","75828200",
"Klhl20","68193059",
"Ripply2","72076557",
"1700027I07Rik*","73716638",
"Anxa5","77454635",
"Btn2a2","76081031",
"Atf6","69288656",
"Crlf3","2124",
"Hbs1l","68300902",
"C330024D21Rik","74300795",
"Slc25a34","72472399",
"Fuk","385778",
"Kcns2","70303701",
"LOC385068","74821974",
"Wnt7a","1937",
"Fgfr2","447",
"Ccdc36","71022334",
"Prmt7","68203511",
"Cphx","70593190",
"H2afb1","71763978",
"Cadps","69201570",
"1700113I22Rik","71492898",
"Tyr","2704",
"Rilp","71569375",
"Gm255","70295733",
"LOC432691","70611222",
"Yaf2","70445305",
"Ttc13","634471",
"Xlr4c","70203585",
"Pir","176781",
